"Id","Name","Short.description","Gender","Country","Occupation","Birth.year","Death.year","Manner.of.death","Age.of.death"
"Q1967373","Arnold Willem Nicolaas van Tets van Goudriaan","politician (1771-1837)","Male","","Politician",1771,1837,"",66
"Q17591383","Reinhard Haferkorn","German diplomat and university teacher (1899-1983)","Male","Germany","Politician",1899,1983,"",84
"Q12251992","John Wortabet","","Male","","Physician",1827,1908,"",81
"Q8002211","Wilhelm Josef Oomens","Dutch painter (1918-2008)","Male","Kingdom of the Netherlands","Artist",1918,2008,"",90
"Q3181822","John James Fraser","Canadian judge","Male","Canada","Politician",1829,1896,"",67
"Q3887076","Otello Subinaghi","Italian footballer (1910-2001)","Male","Italy","Athlete",1910,2001,"",91
"Q23715193","Jaume Bartrolí i Mas","Spanish tennis player (1918-1989)","Male","Spain","Athlete",1918,1989,"",71
"Q1359928","Ernst Riemenschneider","German politician (1900-1960)","Male","Germany","Politician",1900,1960,"",60
"Q57984487","Giovanni Lombardi","Italian politician","Male","Italy; Kingdom of Italy","Politician",1914,2008,"",94
"Q6453678","Jorge Luis Morales","Puerto Rican writer, poet","","United States of America","Philosopher",1930,1997,"",67
"Q6531876","Lester Herrick","American politician","Male","United States of America","Politician",1827,1892,"",65
"Q5541111","George John Bond","Canadian Methodist minister and missionary","Male","","Religious figure",1850,1933,"",83
"Q16043684","Sir Thomas Chapman, 7th Baronet","Irish Baronet","Male","","",1846,1919,"",73
"Q2847836","André Giamarchi","French association football player (1931-2012)","Male","France","Athlete",1931,2012,"",81
"Q3339965","Nicolas-Jacques Camusat de Bellombre","French politician","Male","France","Politician",1735,1809,"",74
"Q11666166","Ichirō Iizuka","","","Japan","Researcher",1923,1986,"",63
"Q12810861","Michael Williams","American author, born 1952","Male","United States of America","Novelist",1952,1967,"",15
"Q21524577","Mabel Kate Whiteside","American classical philologist","Female","United States of America","",1879,1960,"",81
"Q21648441","Edward Chávez","painter","Male","","Artist",1917,1995,"",78
"Q255261","Anna Maria van Schurman","Dutch painter (1607-1678)","Female","Belgium; Dutch Republic","Artist",1607,1678,"",71
"Q26837540","Henri Saudan","(1927-2013)","Male","Switzerland","",1927,2013,"",86
"Q17100480","Anne-Lise Kullmann","Norwegian politician","","Norway","Politician",1927,2017,"",90
"Q3810543","José Neto","Footballer (1935-1987)","Male","Portugal","Athlete",1935,1987,"",52
"Q2839873","Alphonse Lecuve","French military personnel (1851-1944)","Male","France","Military personnel",1851,1944,"",93
"Q1707958","Joseph Schaffner","German politician (1887-1966)","Male","Germany","Politician",1887,1966,"",79
"Q21456718","Andy Johnstone","kunstschilder","Male","","Artist",1941,2005,"",64
"Q5901936","Horacio Molina","Argentinian singer","","Argentina","Artist",1935,2018,"",83
"Q55838416","Manuel García Obregón","1857-1925","Male","","",1857,1925,"",68
"Q3758641","Gaspare Campari","Italian drink maker","Male","Kingdom of Italy","Entrepreneur",1828,1882,"",54
"Q5112061","Christopher Carleill","English writer","Male","","Artist",1551,1593,"",42
"Q12612730","이준구 (언론인)","journalist uit Zuid-Korea (1916-2006)","","South Korea","Journalist",1916,2006,"",90
"Q17309194","Janet Freeman","American activist","Female","United States of America","Activist",1950,2011,"",61
"Q55885902","Abraham Schreger","1651 bis 1738 Beruf/Funktion Metzger ; Ratsherr in Schwandorf Konfession - Namensvarianten Schreger, Abraham","Male","","",1651,1738,"",87
"Q16592052","Alma Granov","taalkundige","","","",1968,2013,"",45
"Q75444770","Sir John Thomas Borthwick, 3rd Bt.","(1917-2002)","Male","","",1917,2002,"",85
"Q7289394","Ramesh Chandra Majumdar","Indian historian","Male","India; British Raj","Researcher",1888,1980,"",92
"Q5538580","George Donner","American pioneer","Male","","",1784,1847,"",63
"Q8005918","William Bridges-Maxwell","Australian politician","Male","Australia","Politician",1929,1992,"",63
"Q7184377","Philip Sherard","English politician","Male","","Politician",1623,1695,"",72
"Q1236065","Eduard Schloemann","German marine painter and graphic artist (1888-1940)","Male","Germany","Artist",1888,1940,"",52
"Q15936276","Li Lu","essayist","","","",1908,1942,"",34
"Q3125906","Hal Winkler","Canadian ice hockey player","Male","Canada","Athlete",1892,1956,"",64
"Q21634411","Albert Quantin","French publisher, printer and illustrator","Male","France","Artist",1850,1933,"",83
"Q19893833","Denny Chronopoulos","Canadian football player","Male","Canada","Athlete",1968,2000,"",32
"Q7000496","Nettie Mayersohn","American politician","Female","United States of America","Politician",1926,2020,"",94
"Q44656046","Eduardo Montesinos","Spanish writer, lyricist, journalist","Male","Spain","Artist",1868,1930,"",62
"Q2500220","Urban Sturm","German composer","","Germany","Artist",1523,1565,"",42
"Q3903917","Pietro Gerolamo Invernizzi","patriota italiano","Male","Kingdom of Italy","",1833,1880,"",47
"Q51618307","Paul F. Smith","American military personnel","Male","United States of America","Military personnel",1915,2014,"",99
"Q5081600","Charles Perry","American writer","Male","United States of America","Novelist",1924,1969,"natural causes",45
"Q4055512","Иван Авдеев","Russisch testpiloot (1925-2004)","Male","Russia","Test pilot",1925,2004,"",79
"Q13132364","William Spurrell","Welsh printer","Male","Wales","Artist",1813,1889,"",76
"Q3726144","Enrique García","Argentine footballer (1912-1969)","Male","Argentina","Athlete",1912,1969,"",57
"Q874831","Henry I of Mödling","(1158-1233)","Male","","Aristocrat",1158,1223,"",65
"Q1569108","Karl Müller-Franken","German politician (1873-1927)","Male","","Politician",1873,1927,"",54
"Q60829423","Juan José Cobo Barquera","Spanish sculptor","Male","","Artist",1906,1984,"",78
"Q60816695","Alessandro Landriani","(1856 - 1901), Maler","Male","","",1856,1901,"",45
"Q18733920","Peter Mauley","English baron, died 1415","Male","Kingdom of England","",1378,1415,"",37
"Q889894","Bodo-Knut Jüngst","German pediatrician","","Germany","Researcher",1935,2017,"",82
"Q55903657","Johann Martin Sickel","","Male","","",1719,1775,"",56
"Q2861799","Armand Charles de Baudry d'Asson","French politician","Male","France","Politician",1862,1945,"",83
"Q123536","Paul Wild","Swiss astronomer (1925-2014)","Male","Switzerland","Teacher",1925,2014,"",89
"Q403489","Mostafa Saadeq Al-Rafe'ie","poet","Male","Egypt","Artist",1880,1937,"",57
"Q6227575","John Creemer Clarke","British politician","Male","United Kingdom of Great Britain and Ireland","Politician",1821,1895,"",74
"Q16566230","Kazimierz Śliwa","elektrotechnisch ingenieur","Male","Poland","",1925,2015,"",90
"Q16359262","Jēkabs Dravnieks","lexicograaf uit Letland (1858-1927)","","Latvia","",1858,1927,"",69
"Q8017360","William Randolph Barbee","American sculptor","Male","United States of America","Lawyer",1818,1868,"",50
"Q55837706","Enrique Oliván y Sanz","Spaans arts (1842-1928)","Male","Spain","Physician",1842,1928,"",86
"Q1180513","De Witt C. Flanagan","American politician (1870-1946)","Male","United States of America","Politician",1870,1946,"",76
"Q21524598","Mary Pearl","American classical archaeologist","Female","United States of America","Researcher",1900,1966,"",66
"Q4256402","Aleksander Levi","German architect (1883-1943)","Male","Germany","Architect",1883,1942,"",59
"Q6233804","John Fox","English cricketer, born 1904","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1904,1961,"",57
"Q21462298","John Lewis Reilly","c.1835-1922","Male","","",1835,1922,"",87
"Q5261786","Derek Austin","British librarian","Male","United Kingdom","Librarian",1921,2001,"",80
"Q4044849","John H. Michaelis","United States general","Male","United States of America","Military personnel",1912,1985,"",73
"Q5079349","Charles J. Hughes","English footballer (1853-1916)","Male","United Kingdom of Great Britain and Ireland","Athlete",1853,1916,"",63
"Q4372518","Попов, Константин Дмитриевич","schrijver","","","Artist",1849,1911,"",62
"Q22046420","Aleksandr Smirnov","literatuurcriticus","","","Artist",1864,1943,"",79
"Q14431979","Audhild Viken","Norwegian businesswoman","","Norway","Businessperson",1915,2000,"",85
"Q11462657","Taisuke Kobuchi","Japanese baseball player","","Japan","Athlete",1935,2011,"",76
"Q1237391","Domhnall II, Earl of Mar","Scottish noble","Male","","Aristocrat",1302,1332,"",30
"Q39418127","Alphonse-Édouard Simon","intendant général du cadre de réserve","","","",1840,1911,"",71
"Q11718665","Jan Petri","Polish officer","","Poland","Military personnel",1895,1940,"",45
"Q55219557","Tom Skudra","Canadian, 1946-2007; artist","Male","Canada","Artist",1946,2007,"",61
"Q41616977","Hans Seichter","German politician","Male","","Politician",1923,2005,"",82
"Q5497021","Frederic Dorr Steele","American illustrator","Male","United States of America","Artist",1873,1944,"",71
"Q1609146","Herbert Steininger","jurist uit Oostenrijk (1933-2005)","Male","Austria","Judge",1933,2005,"",72
"Q1603653","Helmut Hermann Wittler","German priest","Male","Germany","Religious figure",1913,1987,"",74
"Q16942872","Lisandru Ambrosi","poet","","","Artist",1798,1842,"",44
"Q39083114","Клочков, Дмитрий Петрович","","Male","","",1930,1971,"",41
"Q110707","Johannes von Kuhn","German theologian","Male","German Empire","Religious figure",1806,1887,"",81
"Q1217340","Lipót Neustadt","mechanical engineer (1861-1925)","Male","Kingdom of Hungary","Engineer",1861,1925,"",64
"Q4378914","Jānis Princis","Russian writer and journalist (1796-1868)","Male","Russian Empire","Artist",1796,1868,"",72
"Q21014270","Edith Jones","Australian activist","Female","Australia","Activist",1875,1952,"",77
"Q24837261","李宪之","meteoroloog","","","Meteorologist",1904,2001,"",97
"Q3439378","Roger Portalis","French engraving","Male","France","",1841,1912,"",71
"Q1550816","Roland Pohloudek-Fabini","German chemist, pharmacologist and pharmacist","Male","Germany","Researcher",1913,1985,"",72
"Q5335406","Ed Siever","American baseball player","Male","United States of America","Athlete",1875,1920,"",45
"Q5085457","Charlie Richards","English footballer (1875-1911)","Male","United Kingdom of Great Britain and Ireland","Athlete",1875,1911,"",36
"Q17509855","Claude Bushell","Australian politician","Male","Australia","Politician",1873,1930,"",57
"Q4908092","Bill Bell","New Zealand cricketer (1931-2002)","Male","New Zealand","Athlete",1931,2002,"",71
"Q5494968","Theodor Lindh","Finnish poet (1833-1904)","","Grand Duchy of Finland","Artist",1833,1904,"",71
"Q7299324","Rayner Hoff","British artist","Male","","Artist",1894,1937,"",43
"Q6707931","Lyle Luttrell","American baseball player","Male","United States of America","Athlete",1930,1984,"",54
"Q21634606","Amador Jean-Baptiste de Vignerod du Plessis de Richelieu","officier","Male","","Military personnel",1632,1662,"",30
"Q47080334","Kees Jan Dik","Dutch university teacher","Male","Kingdom of the Netherlands","Teacher",1942,2018,"",76
"Q2078500","Peter Stockhausen","German politician","Male","Germany","Politician",1898,1961,"",63
"Q15067069","Зиновьев, Николай Васильевич","","","","",1801,1882,"",81
"Q75951375","John Chamney","(1715-1768)","Male","","",1715,1768,"",53
"Q20871245","Denis-Bruno d'Astier","politician","Male","","Politician",1761,1848,"",87
"Q208537","Pau Casals","Catalan cellist and conductor","Male","Spain","Artist",1876,1973,"",97
"Q317649","Abdullah Khan II","Khan of the Khanate of Bukhara","Male","","Artist",1533,1598,"",65
"Q55720017","Bridget Hayden","1814-1890 , Roman Catholic missionary nun and educator","Female","United States of America; United Kingdom of Great Britain and Ireland","Religious figure",1814,1890,"",76
"Q3770931","Giuseppe Maria di Savoia-Villafranca","(1783-1825)","Male","France","Military personnel",1783,1825,"",42
"Q4723489","Alfred Suenson-Taylor, 1st Baron Grantchester","British Baron (1893-1976)","Male","United Kingdom","Politician",1893,1976,"",83
"Q20891947","Svyatoslav Gabuda","Russian physicist","Male","Russia","Researcher",1936,2015,"",79
"Q2615406","Alfred Barton Rendle","British botanist (1865-1938)","Male","United Kingdom","Researcher",1865,1938,"",73
"Q7082924","Oladipupo Martins","Footballer (1983-2011)","Male","Nigeria","Athlete",1983,2011,"",28
"Q21288648","Charles Schenckbecher","French painter","","France","Artist",1887,1942,"",55
"Q4723185","Alfred Mulock Bentley","British businessman","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Businessperson",1878,1956,"",78
"Q10379822","Ralph Birkett","English footballer (1913-2002)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1913,2002,"",89
"Q2977078","Claude Bremond","French semiologist","Male","France","",1929,2021,"",92
"Q2180772","Hendrik Bolhuis","Dutch chef","Male","Kingdom of the Netherlands","Chef",1884,1912,"",28
"Q27882899","Otto Möller","deutscher Politiker (LDP), MdV","Male","German Democratic Republic","Politician",1887,1949,"",62
"Q16090745","John Bartlett","English cricketer (1928-2014)","Male","United Kingdom","Athlete",1928,2014,"",86
"Q24529632","Sarah Corp","British television producer","Female","United Kingdom","Journalist",1975,2016,"natural causes",41
"Q13418149","Ferenc Karsay","(1931–2010) magyar térképész","Male","","",1931,2010,"",79
"Q11411136","Tarō Furukawa","Japanese composer","Male","Japan","Artist",1911,1964,"",53
"Q1031454","Sándor Göb","Hongaars scheidsrechter (1927-2016)","Male","Hungary","Referee",1927,2016,"",89
"Q1597552","Heinrich Heidner","German painter (1876-1974)","Male","Germany","Artist",1876,1974,"",98
"Q5779431","Eric Gyllenstierna af Lundholm","Swedish diplomat","Male","","Politician",1882,1940,"",58
"Q21166046","Edward Burton","British member of the Royal Society (1791-1867)","Male","","",1791,1867,"",76
"Q1097790","Ira Cohen","American photographer and writer (1935-2011)","Male","United States of America","Artist",1935,2011,"",76
"Q14623218","Jean Darrouzès","bizantinista francese","","France","Researcher",1912,1990,"",78
"Q16760675","Ole Karl Frøysøye","Norwegian farmer and politician","Male","Norway","Politician",1783,1823,"",40
"Q7599798","Stanley Miles","English racing cyclist","Male","United Kingdom","Athlete",1913,2004,"",91
